,stim1,prompt1,answer1,trialsthisRepN,trialsthisTrialN,trialsthisIndex,participant,Trials_responsekeys,Trials_responsecorr,Trials_responsert,condition,stimLoc,promptType,leftRight,flipper,newCorrect
65,far_right,Away,left,2.0,11.0,13.0,2189950,left,1.0,0.9660000000000082,Frisbee,Far,Absolute,Right,nonflipper,1.0
66,near_right,Away,left,2.0,12.0,15.0,2189950,left,1.0,0.7830000000000155,Frisbee,Near,Absolute,Right,nonflipper,1.0
67,far_left,Away,right,2.0,13.0,12.0,2189950,right,1.0,0.6689999999999827,Frisbee,Far,Absolute,Left,nonflipper,1.0
68,near_left,Home,left,2.0,14.0,6.0,2189950,right,0.0,0.9209999999999924,Frisbee,Near,Absolute,Left,nonflipper,0.0
69,far_left,Left,left,2.0,15.0,0.0,2189950,left,1.0,1.350999999999999,Frisbee,Far,Relative,Left,nonflipper,1.0
70,far_right,Left,left,3.0,0.0,1.0,2189950,left,1.0,0.9679999999999608,Frisbee,Far,Relative,Right,nonflipper,1.0
71,far_right,Home,right,3.0,1.0,5.0,2189950,right,1.0,0.9669999999999844,Frisbee,Far,Absolute,Right,nonflipper,1.0
72,near_left,Away,right,3.0,2.0,14.0,2189950,right,1.0,0.7690000000000055,Frisbee,Near,Absolute,Left,nonflipper,1.0
73,near_right,Right,right,3.0,3.0,11.0,2189950,right,1.0,0.8659999999999854,Frisbee,Near,Relative,Right,nonflipper,1.0
74,near_left,Left,right,3.0,4.0,2.0,2189950,right,1.0,0.8340000000000032,Frisbee,Near,Relative,Left,nonflipper,1.0
75,near_right,Home,left,3.0,5.0,7.0,2189950,left,1.0,0.6009999999999991,Frisbee,Near,Absolute,Right,nonflipper,1.0
76,far_left,Right,left,3.0,6.0,8.0,2189950,left,1.0,1.0009999999999764,Frisbee,Far,Relative,Left,nonflipper,1.0
77,far_left,Home,right,3.0,7.0,4.0,2189950,right,1.0,0.9500000000000456,Frisbee,Far,Absolute,Left,nonflipper,1.0
78,near_left,Home,left,3.0,8.0,6.0,2189950,left,1.0,1.0809999999999604,Frisbee,Near,Absolute,Left,nonflipper,1.0
79,near_right,Left,right,3.0,9.0,3.0,2189950,left,0.0,0.6490000000000009,Frisbee,Near,Relative,Right,nonflipper,0.0
80,far_left,Away,right,3.0,10.0,12.0,2189950,right,1.0,0.9159999999999968,Frisbee,Far,Absolute,Left,nonflipper,1.0
81,far_right,Right,right,3.0,11.0,9.0,2189950,right,1.0,0.7330000000000041,Frisbee,Far,Relative,Right,nonflipper,1.0
82,far_right,Away,left,3.0,12.0,13.0,2189950,left,1.0,0.7669999999999959,Frisbee,Far,Absolute,Right,nonflipper,1.0
83,near_left,Right,left,3.0,13.0,10.0,2189950,left,1.0,0.8340000000000032,Frisbee,Near,Relative,Left,nonflipper,1.0
84,far_left,Left,left,3.0,14.0,0.0,2189950,left,1.0,1.1030000000000086,Frisbee,Far,Relative,Left,nonflipper,1.0
85,near_right,Away,left,3.0,15.0,15.0,2189950,left,1.0,1.2169999999999843,Frisbee,Near,Absolute,Right,nonflipper,1.0
22,near_right,Right,right,0.0,0.0,11.0,22363073,right,1.0,0.8340000000000032,Frisbee,Near,Relative,Right,nonflipper,1.0
23,far_left,Away,right,0.0,1.0,12.0,22363073,right,1.0,0.853999999999985,Frisbee,Far,Absolute,Left,nonflipper,1.0
24,far_right,Away,left,0.0,2.0,13.0,22363073,left,1.0,0.818000000000012,Frisbee,Far,Absolute,Right,nonflipper,1.0
25,far_right,Home,right,0.0,3.0,5.0,22363073,right,1.0,1.4849999999999852,Frisbee,Far,Absolute,Right,nonflipper,1.0
26,near_left,Home,left,0.0,4.0,6.0,22363073,left,1.0,1.801000000000016,Frisbee,Near,Absolute,Left,nonflipper,1.0
27,far_left,Right,left,0.0,5.0,8.0,22363073,left,1.0,1.1359999999999957,Frisbee,Far,Relative,Left,nonflipper,1.0
28,near_right,Home,left,0.0,6.0,7.0,22363073,left,1.0,1.6740000000000066,Frisbee,Near,Absolute,Right,nonflipper,1.0
29,far_left,Left,left,0.0,7.0,0.0,22363073,left,1.0,1.621000000000009,Frisbee,Far,Relative,Left,nonflipper,1.0
30,near_right,Away,left,0.0,8.0,15.0,22363073,left,1.0,1.1009999999999989,Frisbee,Near,Absolute,Right,nonflipper,1.0
31,far_right,Left,left,0.0,9.0,1.0,22363073,left,1.0,1.117999999999995,Frisbee,Far,Relative,Right,nonflipper,1.0
32,near_left,Left,right,0.0,10.0,2.0,22363073,right,1.0,1.068000000000012,Frisbee,Near,Relative,Left,nonflipper,1.0
33,far_left,Home,right,0.0,11.0,4.0,22363073,right,1.0,1.4850000000000136,Frisbee,Far,Absolute,Left,nonflipper,1.0
34,far_right,Right,right,0.0,12.0,9.0,22363073,right,1.0,0.9170000000000016,Frisbee,Far,Relative,Right,nonflipper,1.0
35,near_right,Left,right,0.0,13.0,3.0,22363073,right,1.0,0.9869999999999948,Frisbee,Near,Relative,Right,nonflipper,1.0
36,near_left,Right,left,0.0,14.0,10.0,22363073,left,1.0,0.8689999999999998,Frisbee,Near,Relative,Left,nonflipper,1.0
37,near_left,Away,right,0.0,15.0,14.0,22363073,right,1.0,1.23599999999999,Frisbee,Near,Absolute,Left,nonflipper,1.0
38,near_left,Home,left,1.0,0.0,6.0,22363073,left,1.0,1.1359999999999957,Frisbee,Near,Absolute,Left,nonflipper,1.0
39,far_right,Home,right,1.0,1.0,5.0,22363073,right,1.0,1.633999999999986,Frisbee,Far,Absolute,Right,nonflipper,1.0
40,near_right,Right,right,1.0,2.0,11.0,22363073,right,1.0,0.97199999999998,Frisbee,Near,Relative,Right,nonflipper,1.0
41,near_right,Away,left,1.0,3.0,15.0,22363073,left,1.0,1.9359999999999784,Frisbee,Near,Absolute,Right,nonflipper,1.0
42,far_left,Left,left,1.0,4.0,0.0,22363073,left,1.0,1.5400000000000205,Frisbee,Far,Relative,Left,nonflipper,1.0
43,far_left,Away,right,1.0,5.0,12.0,22363073,right,1.0,0.9029999999999632,Frisbee,Far,Absolute,Left,nonflipper,1.0
44,far_right,Away,left,1.0,6.0,13.0,22363073,left,1.0,0.7800000000000296,Frisbee,Far,Absolute,Right,nonflipper,1.0
45,far_left,Right,left,1.0,7.0,8.0,22363073,left,1.0,1.1999999999999886,Frisbee,Far,Relative,Left,nonflipper,1.0
46,near_right,Home,left,1.0,8.0,7.0,22363073,left,1.0,1.600999999999999,Frisbee,Near,Absolute,Right,nonflipper,1.0
47,near_right,Left,right,1.0,9.0,3.0,22363073,right,1.0,1.0160000000000196,Frisbee,Near,Relative,Right,nonflipper,1.0
48,far_right,Left,left,1.0,10.0,1.0,22363073,left,1.0,0.9559999999999604,Frisbee,Far,Relative,Right,nonflipper,1.0
49,near_left,Away,right,1.0,11.0,14.0,22363073,right,1.0,0.9290000000000304,Frisbee,Near,Absolute,Left,nonflipper,1.0
50,near_left,Left,right,1.0,12.0,2.0,22363073,right,1.0,1.0190000000000057,Frisbee,Near,Relative,Left,nonflipper,1.0
51,far_left,Home,right,1.0,13.0,4.0,22363073,right,1.0,0.9519999999999982,Frisbee,Far,Absolute,Left,nonflipper,1.0
52,near_left,Right,left,1.0,14.0,10.0,22363073,left,1.0,0.8520000000000323,Frisbee,Near,Relative,Left,nonflipper,1.0
53,far_right,Right,right,1.0,15.0,9.0,22363073,right,1.0,0.9139999999999872,Frisbee,Far,Relative,Right,nonflipper,1.0
54,near_right,Away,left,2.0,0.0,15.0,22363073,left,1.0,0.7169999999999845,Frisbee,Near,Absolute,Right,nonflipper,1.0
55,near_left,Home,left,2.0,1.0,6.0,22363073,left,1.0,1.268000000000029,Frisbee,Near,Absolute,Left,nonflipper,1.0
56,near_right,Left,right,2.0,2.0,3.0,22363073,right,1.0,0.9350000000000024,Frisbee,Near,Relative,Right,nonflipper,1.0
57,near_left,Away,right,2.0,3.0,14.0,22363073,right,1.0,0.8860000000000241,Frisbee,Near,Absolute,Left,nonflipper,1.0
58,far_right,Away,left,2.0,4.0,13.0,22363073,left,1.0,0.8019999999999641,Frisbee,Far,Absolute,Right,nonflipper,1.0
59,far_right,Right,right,2.0,5.0,9.0,22363073,right,1.0,0.8180000000000405,Frisbee,Far,Relative,Right,nonflipper,1.0
60,far_left,Left,left,2.0,6.0,0.0,22363073,left,1.0,1.3039999999999736,Frisbee,Far,Relative,Left,nonflipper,1.0
61,far_left,Home,right,2.0,7.0,4.0,22363073,right,1.0,0.8679999999999949,Frisbee,Far,Absolute,Left,nonflipper,1.0
62,far_right,Left,left,2.0,8.0,1.0,22363073,left,1.0,0.8690000000000282,Frisbee,Far,Relative,Right,nonflipper,1.0
63,far_left,Away,right,2.0,9.0,12.0,22363073,right,1.0,0.75,Frisbee,Far,Absolute,Left,nonflipper,1.0
64,far_right,Home,right,2.0,10.0,5.0,22363073,right,1.0,1.266999999999996,Frisbee,Far,Absolute,Right,nonflipper,1.0
65,near_left,Left,right,2.0,11.0,2.0,22363073,right,1.0,1.434000000000026,Frisbee,Near,Relative,Left,nonflipper,1.0
66,near_right,Home,left,2.0,12.0,7.0,22363073,left,1.0,1.0550000000000068,Frisbee,Near,Absolute,Right,nonflipper,1.0
67,near_right,Right,right,2.0,13.0,11.0,22363073,right,1.0,1.0880000000000225,Frisbee,Near,Relative,Right,nonflipper,1.0
68,near_left,Right,left,2.0,14.0,10.0,22363073,left,1.0,1.1700000000000157,Frisbee,Near,Relative,Left,nonflipper,1.0
69,far_left,Right,left,2.0,15.0,8.0,22363073,left,1.0,1.3199999999999932,Frisbee,Far,Relative,Left,nonflipper,1.0
70,far_right,Right,right,3.0,0.0,9.0,22363073,right,1.0,0.9519999999999982,Frisbee,Far,Relative,Right,nonflipper,1.0
71,near_right,Home,left,3.0,1.0,7.0,22363073,left,1.0,1.3009999999999875,Frisbee,Near,Absolute,Right,nonflipper,1.0
72,near_right,Away,left,3.0,2.0,15.0,22363073,left,1.0,0.8670000000000186,Frisbee,Near,Absolute,Right,nonflipper,1.0
73,far_left,Away,right,3.0,3.0,12.0,22363073,right,1.0,0.9199999999999592,Frisbee,Far,Absolute,Left,nonflipper,1.0
74,near_left,Left,right,3.0,4.0,2.0,22363073,right,1.0,0.7160000000000082,Frisbee,Near,Relative,Left,nonflipper,1.0
75,far_left,Home,right,3.0,5.0,4.0,22363073,right,1.0,1.0,Frisbee,Far,Absolute,Left,nonflipper,1.0
76,near_left,Away,right,3.0,6.0,14.0,22363073,right,1.0,0.9159999999999968,Frisbee,Near,Absolute,Left,nonflipper,1.0
77,far_right,Away,left,3.0,7.0,13.0,22363073,left,1.0,0.9209999999999924,Frisbee,Far,Absolute,Right,nonflipper,1.0
78,far_right,Home,right,3.0,8.0,5.0,22363073,right,1.0,1.1490000000000011,Frisbee,Far,Absolute,Right,nonflipper,1.0
79,far_right,Left,left,3.0,9.0,1.0,22363073,left,1.0,1.002999999999986,Frisbee,Far,Relative,Right,nonflipper,1.0
80,far_left,Left,left,3.0,10.0,0.0,22363073,left,1.0,1.132000000000005,Frisbee,Far,Relative,Left,nonflipper,1.0
81,near_right,Right,right,3.0,11.0,11.0,22363073,right,1.0,1.7400000000000089,Frisbee,Near,Relative,Right,nonflipper,1.0
82,near_left,Right,left,3.0,12.0,10.0,22363073,left,1.0,0.8369999999999891,Frisbee,Near,Relative,Left,nonflipper,1.0
83,near_right,Left,right,3.0,13.0,3.0,22363073,right,1.0,1.7010000000000218,Frisbee,Near,Relative,Right,nonflipper,1.0
84,far_left,Right,left,3.0,14.0,8.0,22363073,left,1.0,0.9669999999999844,Frisbee,Far,Relative,Left,nonflipper,1.0
85,near_left,Home,left,3.0,15.0,6.0,22363073,left,1.0,1.3029999999999973,Frisbee,Near,Absolute,Left,nonflipper,1.0
22,far_right,Right,right,0.0,0.0,9.0,24523564,right,1.0,1.6169999999999902,Frisbee,Far,Relative,Right,nonflipper,1.0
23,far_left,Away,right,0.0,1.0,12.0,24523564,right,1.0,1.6320000000000048,Frisbee,Far,Absolute,Left,nonflipper,1.0
24,near_right,Right,right,0.0,2.0,11.0,24523564,right,1.0,0.983000000000004,Frisbee,Near,Relative,Right,nonflipper,1.0
25,near_right,Home,left,0.0,3.0,7.0,24523564,left,1.0,2.25,Frisbee,Near,Absolute,Right,nonflipper,1.0
26,near_left,Away,right,0.0,4.0,14.0,24523564,right,1.0,1.1499999999999773,Frisbee,Near,Absolute,Left,nonflipper,1.0
27,near_left,Right,left,0.0,5.0,10.0,24523564,left,1.0,0.7160000000000082,Frisbee,Near,Relative,Left,nonflipper,1.0
28,far_right,Left,left,0.0,6.0,1.0,24523564,left,1.0,2.6330000000000098,Frisbee,Far,Relative,Right,nonflipper,1.0
29,near_left,Home,left,0.0,7.0,6.0,24523564,left,1.0,2.6160000000000143,Frisbee,Near,Absolute,Left,nonflipper,1.0
30,far_left,Left,left,0.0,8.0,0.0,24523564,left,1.0,2.783999999999992,Frisbee,Far,Relative,Left,nonflipper,1.0
31,far_right,Home,right,0.0,9.0,5.0,24523564,right,1.0,6.4170000000000025,Frisbee,Far,Absolute,Right,nonflipper,1.0
32,near_left,Left,right,0.0,10.0,2.0,24523564,right,1.0,3.0999999999999943,Frisbee,Near,Relative,Left,nonflipper,1.0
33,far_right,Away,left,0.0,11.0,13.0,24523564,left,1.0,2.6160000000000143,Frisbee,Far,Absolute,Right,nonflipper,1.0
34,far_left,Home,right,0.0,12.0,4.0,24523564,right,1.0,3.300000000000012,Frisbee,Far,Absolute,Left,nonflipper,1.0
35,near_right,Left,right,0.0,13.0,3.0,24523564,right,1.0,2.4000000000000057,Frisbee,Near,Relative,Right,nonflipper,1.0
36,far_left,Right,left,0.0,14.0,8.0,24523564,left,1.0,1.0840000000000032,Frisbee,Far,Relative,Left,nonflipper,1.0
37,near_right,Away,left,0.0,15.0,15.0,24523564,left,1.0,0.8659999999999854,Frisbee,Near,Absolute,Right,nonflipper,1.0
38,near_left,Left,right,1.0,0.0,2.0,24523564,right,1.0,2.165999999999997,Frisbee,Near,Relative,Left,nonflipper,1.0
39,far_right,Right,right,1.0,1.0,9.0,24523564,right,1.0,2.7340000000000098,Frisbee,Far,Relative,Right,nonflipper,1.0
40,near_left,Away,right,1.0,2.0,14.0,24523564,right,1.0,0.5660000000000025,Frisbee,Near,Absolute,Left,nonflipper,1.0
41,far_right,Away,left,1.0,3.0,13.0,24523564,left,1.0,1.0840000000000032,Frisbee,Far,Absolute,Right,nonflipper,1.0
42,near_right,Away,left,1.0,4.0,15.0,24523564,left,1.0,0.8330000000000268,Frisbee,Near,Absolute,Right,nonflipper,1.0
43,near_left,Home,left,1.0,5.0,6.0,24523564,left,1.0,2.3660000000000423,Frisbee,Near,Absolute,Left,nonflipper,1.0
44,near_left,Right,left,1.0,6.0,10.0,24523564,left,1.0,1.0159999999999627,Frisbee,Near,Relative,Left,nonflipper,1.0
45,near_right,Home,left,1.0,7.0,7.0,24523564,left,1.0,2.9669999999999845,Frisbee,Near,Absolute,Right,nonflipper,1.0
46,near_right,Left,right,1.0,8.0,3.0,24523564,right,1.0,1.8340000000000032,Frisbee,Near,Relative,Right,nonflipper,1.0
47,far_right,Home,right,1.0,9.0,5.0,24523564,right,1.0,3.266999999999996,Frisbee,Far,Absolute,Right,nonflipper,1.0
48,far_left,Right,left,1.0,10.0,8.0,24523564,left,1.0,1.1490000000000011,Frisbee,Far,Relative,Left,nonflipper,1.0
49,far_left,Home,right,1.0,11.0,4.0,24523564,right,1.0,1.2000000000000457,Frisbee,Far,Absolute,Left,nonflipper,1.0
50,far_left,Away,right,1.0,12.0,12.0,24523564,right,1.0,1.4490000000000125,Frisbee,Far,Absolute,Left,nonflipper,1.0
51,near_right,Right,right,1.0,13.0,11.0,24523564,right,1.0,0.8330000000000268,Frisbee,Near,Relative,Right,nonflipper,1.0
52,far_left,Left,left,1.0,14.0,0.0,24523564,left,1.0,1.9669999999999843,Frisbee,Far,Relative,Left,nonflipper,1.0
53,far_right,Left,left,1.0,15.0,1.0,24523564,left,1.0,2.58299999999997,Frisbee,Far,Relative,Right,nonflipper,1.0
54,far_right,Right,right,2.0,0.0,9.0,24523564,right,1.0,0.9669999999999844,Frisbee,Far,Relative,Right,nonflipper,1.0
55,far_left,Left,left,2.0,1.0,0.0,24523564,left,1.0,1.3489999999999895,Frisbee,Far,Relative,Left,nonflipper,1.0
56,near_right,Away,left,2.0,2.0,15.0,24523564,left,1.0,1.6659999999999968,Frisbee,Near,Absolute,Right,nonflipper,1.0
57,near_left,Left,right,2.0,3.0,2.0,24523564,right,1.0,2.783999999999992,Frisbee,Near,Relative,Left,nonflipper,1.0
58,far_left,Away,right,2.0,4.0,12.0,24523564,right,1.0,1.1829999999999927,Frisbee,Far,Absolute,Left,nonflipper,1.0
59,near_left,Home,left,2.0,5.0,6.0,24523564,left,1.0,1.4329999999999927,Frisbee,Near,Absolute,Left,nonflipper,1.0
60,near_right,Home,left,2.0,6.0,7.0,24523564,left,1.0,1.5,Frisbee,Near,Absolute,Right,nonflipper,1.0
61,far_right,Home,right,2.0,7.0,5.0,24523564,right,1.0,2.0669999999999504,Frisbee,Far,Absolute,Right,nonflipper,1.0
62,near_right,Right,right,2.0,8.0,11.0,24523564,right,1.0,0.9320000000000164,Frisbee,Near,Relative,Right,nonflipper,1.0
63,far_left,Right,left,2.0,9.0,8.0,24523564,left,1.0,2.184000000000026,Frisbee,Far,Relative,Left,nonflipper,1.0
64,near_left,Right,left,2.0,10.0,10.0,24523564,left,1.0,0.6999999999999886,Frisbee,Near,Relative,Left,nonflipper,1.0
65,far_right,Left,left,2.0,11.0,1.0,24523564,left,1.0,2.867000000000018,Frisbee,Far,Relative,Right,nonflipper,1.0
66,near_right,Left,right,2.0,12.0,3.0,24523564,right,1.0,3.0,Frisbee,Near,Relative,Right,nonflipper,1.0
67,far_left,Home,right,2.0,13.0,4.0,24523564,right,1.0,1.4660000000000082,Frisbee,Far,Absolute,Left,nonflipper,1.0
68,near_left,Away,right,2.0,14.0,14.0,24523564,right,1.0,1.0649999999999975,Frisbee,Near,Absolute,Left,nonflipper,1.0
69,far_right,Away,left,2.0,15.0,13.0,24523564,left,1.0,0.8669999999999618,Frisbee,Far,Absolute,Right,nonflipper,1.0
70,far_left,Home,right,3.0,0.0,4.0,24523564,right,1.0,2.100999999999999,Frisbee,Far,Absolute,Left,nonflipper,1.0
71,near_right,Right,right,3.0,1.0,11.0,24523564,right,1.0,1.0679999999999836,Frisbee,Near,Relative,Right,nonflipper,1.0
72,near_left,Away,right,3.0,2.0,14.0,24523564,right,1.0,1.4350000000000025,Frisbee,Near,Absolute,Left,nonflipper,1.0
73,far_right,Away,left,3.0,3.0,13.0,24523564,left,1.0,0.9499999999999886,Frisbee,Far,Absolute,Right,nonflipper,1.0
74,near_right,Home,left,3.0,4.0,7.0,24523564,left,1.0,1.966000000000008,Frisbee,Near,Absolute,Right,nonflipper,1.0
75,far_right,Right,right,3.0,5.0,9.0,24523564,right,1.0,1.0500000000000114,Frisbee,Far,Relative,Right,nonflipper,1.0
76,far_left,Right,left,3.0,6.0,8.0,24523564,left,1.0,0.8159999999999741,Frisbee,Far,Relative,Left,nonflipper,1.0
77,near_left,Left,right,3.0,7.0,2.0,24523564,right,1.0,3.66700000000003,Frisbee,Near,Relative,Left,nonflipper,1.0
78,near_right,Left,right,3.0,8.0,3.0,24523564,right,1.0,0.9680000000000176,Frisbee,Near,Relative,Right,nonflipper,1.0
79,far_right,Home,right,3.0,9.0,5.0,24523564,right,1.0,4.517999999999971,Frisbee,Far,Absolute,Right,nonflipper,1.0
80,far_left,Away,right,3.0,10.0,12.0,24523564,right,1.0,0.7830000000000155,Frisbee,Far,Absolute,Left,nonflipper,1.0
81,far_left,Left,left,3.0,11.0,0.0,24523564,left,1.0,0.9989999999999668,Frisbee,Far,Relative,Left,nonflipper,1.0
82,far_right,Left,left,3.0,12.0,1.0,24523564,left,1.0,1.5329999999999586,Frisbee,Far,Relative,Right,nonflipper,1.0
83,near_left,Home,left,3.0,13.0,6.0,24523564,left,1.0,1.8180000000000405,Frisbee,Near,Absolute,Left,nonflipper,1.0
84,near_left,Right,left,3.0,14.0,10.0,24523564,left,1.0,1.6170000000000186,Frisbee,Near,Relative,Left,nonflipper,1.0
85,near_right,Away,left,3.0,15.0,15.0,24523564,left,1.0,0.9320000000000164,Frisbee,Near,Absolute,Right,nonflipper,1.0
22,near_left,Left,right,0.0,0.0,2.0,26044874,right,1.0,1.266999999999996,Frisbee,Near,Relative,Left,flipper,1.0
23,near_left,Home,left,0.0,1.0,6.0,26044874,left,1.0,1.1180000000000234,Frisbee,Near,Absolute,Left,flipper,1.0
24,near_right,Left,right,0.0,2.0,3.0,26044874,right,1.0,0.8830000000000098,Frisbee,Near,Relative,Right,flipper,1.0
25,near_right,Home,left,0.0,3.0,7.0,26044874,left,1.0,0.9509999999999934,Frisbee,Near,Absolute,Right,flipper,1.0
26,near_left,Away,right,0.0,4.0,14.0,26044874,right,1.0,1.5010000000000048,Frisbee,Near,Absolute,Left,flipper,1.0
27,near_right,Away,left,0.0,5.0,15.0,26044874,left,1.0,0.8840000000000146,Frisbee,Near,Absolute,Right,flipper,1.0
28,near_right,Right,right,0.0,6.0,11.0,26044874,right,1.0,1.2839999999999918,Frisbee,Near,Relative,Right,flipper,1.0
29,far_left,Home,right,0.0,7.0,4.0,26044874,right,1.0,2.65300000000002,Frisbee,Far,Absolute,Left,flipper,1.0
30,far_right,Right,right,0.0,8.0,9.0,26044874,right,1.0,1.3670000000000186,Frisbee,Far,Relative,Right,flipper,1.0
31,near_left,Right,left,0.0,9.0,10.0,26044874,left,1.0,1.1000000000000227,Frisbee,Near,Relative,Left,flipper,1.0
32,far_right,Home,right,0.0,10.0,5.0,26044874,right,1.0,1.4169999999999732,Frisbee,Far,Absolute,Right,flipper,1.0
33,far_left,Left,left,0.0,11.0,0.0,26044874,left,1.0,1.1510000000000105,Frisbee,Far,Relative,Left,flipper,1.0
34,far_left,Right,left,0.0,12.0,8.0,26044874,left,1.0,1.0670000000000073,Frisbee,Far,Relative,Left,flipper,1.0
35,far_left,Away,right,0.0,13.0,12.0,26044874,right,1.0,2.1680000000000064,Frisbee,Far,Absolute,Left,flipper,1.0
36,far_right,Away,left,0.0,14.0,13.0,26044874,left,1.0,1.8009999999999875,Frisbee,Far,Absolute,Right,flipper,1.0
37,far_right,Left,left,0.0,15.0,1.0,26044874,left,1.0,1.2340000000000373,Frisbee,Far,Relative,Right,flipper,1.0
38,far_right,Home,right,1.0,0.0,5.0,26044874,right,1.0,1.6000000000000227,Frisbee,Far,Absolute,Right,flipper,1.0
39,far_left,Home,right,1.0,1.0,4.0,26044874,right,1.0,0.983000000000004,Frisbee,Far,Absolute,Left,flipper,1.0
40,near_left,Right,left,1.0,2.0,10.0,26044874,left,1.0,1.433999999999969,Frisbee,Near,Relative,Left,flipper,1.0
41,far_left,Right,left,1.0,3.0,8.0,26044874,left,1.0,0.7169999999999845,Frisbee,Far,Relative,Left,flipper,1.0
42,near_left,Away,right,1.0,4.0,14.0,26044874,right,1.0,0.7509999999999764,Frisbee,Near,Absolute,Left,flipper,1.0
43,far_left,Left,left,1.0,5.0,0.0,26044874,left,1.0,0.8840000000000146,Frisbee,Far,Relative,Left,flipper,1.0
44,far_right,Left,left,1.0,6.0,1.0,26044874,left,1.0,1.1329999999999814,Frisbee,Far,Relative,Right,flipper,1.0
45,near_right,Home,left,1.0,7.0,7.0,26044874,left,1.0,1.1669999999999732,Frisbee,Near,Absolute,Right,flipper,1.0
46,far_right,Right,right,1.0,8.0,9.0,26044874,right,1.0,1.4509999999999652,Frisbee,Far,Relative,Right,flipper,1.0
47,near_right,Right,right,1.0,9.0,11.0,26044874,right,1.0,1.0020000000000095,Frisbee,Near,Relative,Right,flipper,1.0
48,near_left,Home,left,1.0,10.0,6.0,26044874,left,1.0,1.6179999999999952,Frisbee,Near,Absolute,Left,flipper,1.0
49,far_left,Away,right,1.0,11.0,12.0,26044874,right,1.0,1.3839999999999577,Frisbee,Far,Absolute,Left,flipper,1.0
50,near_right,Left,right,1.0,12.0,3.0,26044874,right,1.0,1.0,Frisbee,Near,Relative,Right,flipper,1.0
51,near_left,Left,right,1.0,13.0,2.0,26044874,right,1.0,1.0679999999999836,Frisbee,Near,Relative,Left,flipper,1.0
52,far_right,Away,left,1.0,14.0,13.0,26044874,left,1.0,1.5180000000000289,Frisbee,Far,Absolute,Right,flipper,1.0
53,near_right,Away,left,1.0,15.0,15.0,26044874,left,1.0,1.6349999999999911,Frisbee,Near,Absolute,Right,flipper,1.0
54,near_left,Left,right,2.0,0.0,2.0,26044874,right,1.0,1.7010000000000218,Frisbee,Near,Relative,Left,flipper,1.0
55,near_left,Right,left,2.0,1.0,10.0,26044874,left,1.0,0.983000000000004,Frisbee,Near,Relative,Left,flipper,1.0
56,far_left,Away,right,2.0,2.0,12.0,26044874,right,1.0,1.0500000000000114,Frisbee,Far,Absolute,Left,flipper,1.0
57,near_right,Right,right,2.0,3.0,11.0,26044874,right,1.0,1.7679999999999725,Frisbee,Near,Relative,Right,flipper,1.0
58,far_left,Right,left,2.0,4.0,8.0,26044874,left,1.0,2.1340000000000146,Frisbee,Far,Relative,Left,flipper,1.0
59,near_right,Home,left,2.0,5.0,7.0,26044874,left,1.0,1.0670000000000073,Frisbee,Near,Absolute,Right,flipper,1.0
60,near_right,Away,left,2.0,6.0,15.0,26044874,left,1.0,2.100999999999999,Frisbee,Near,Absolute,Right,flipper,1.0
61,far_right,Home,right,2.0,7.0,5.0,26044874,right,1.0,2.100999999999999,Frisbee,Far,Absolute,Right,flipper,1.0
62,near_left,Home,left,2.0,8.0,6.0,26044874,left,1.0,1.1340000000000146,Frisbee,Near,Absolute,Left,flipper,1.0
63,near_left,Away,right,2.0,9.0,14.0,26044874,right,1.0,3.3190000000000173,Frisbee,Near,Absolute,Left,flipper,1.0
64,far_left,Home,right,2.0,10.0,4.0,26044874,right,1.0,3.1689999999999827,Frisbee,Far,Absolute,Left,flipper,1.0
65,near_right,Left,right,2.0,11.0,3.0,26044874,right,1.0,1.0330000000000157,Frisbee,Near,Relative,Right,flipper,1.0
66,far_right,Away,left,2.0,12.0,13.0,26044874,left,1.0,1.2839999999999918,Frisbee,Far,Absolute,Right,flipper,1.0
67,far_right,Right,right,2.0,13.0,9.0,26044874,right,1.0,1.0339999999999918,Frisbee,Far,Relative,Right,flipper,1.0
68,far_right,Left,left,2.0,14.0,1.0,26044874,right,0.0,1.4509999999999652,Frisbee,Far,Relative,Right,flipper,0.0
69,far_left,Left,left,2.0,15.0,0.0,26044874,left,1.0,0.5840000000000032,Frisbee,Far,Relative,Left,flipper,1.0
70,far_right,Away,left,3.0,0.0,13.0,26044874,left,1.0,1.9180000000000064,Frisbee,Far,Absolute,Right,flipper,1.0
71,near_left,Away,right,3.0,1.0,14.0,26044874,right,1.0,1.434000000000026,Frisbee,Near,Absolute,Left,flipper,1.0
72,far_right,Right,right,3.0,2.0,9.0,26044874,right,1.0,1.0670000000000073,Frisbee,Far,Relative,Right,flipper,1.0
73,near_left,Left,right,3.0,3.0,2.0,26044874,right,1.0,1.483000000000004,Frisbee,Near,Relative,Left,flipper,1.0
74,far_right,Left,left,3.0,4.0,1.0,26044874,left,1.0,0.66700000000003,Frisbee,Far,Relative,Right,flipper,1.0
75,far_left,Home,right,3.0,5.0,4.0,26044874,right,1.0,4.3519999999999746,Frisbee,Far,Absolute,Left,flipper,1.0
76,near_right,Away,left,3.0,6.0,15.0,26044874,left,1.0,0.9170000000000301,Frisbee,Near,Absolute,Right,flipper,1.0
77,far_left,Right,left,3.0,7.0,8.0,26044874,left,1.0,0.7839999999999918,Frisbee,Far,Relative,Left,flipper,1.0
